action_0,action_1,action_2,action_3,action_4
0.1364082247018814,0.12591008841991425,0.11838952451944351,0.3126299977302551,0.18745172023773193
0.2237609624862671,0.19206184148788452,0.25989627838134766,0.2548544406890869,0.3830282688140869
0.23631730675697327,0.22623533010482788,0.306082159280777,0.2542686462402344,0.41782739758491516
0.3852258026599884,0.4254971444606781,0.19762492179870605,0.33169373869895935,0.39888083934783936
0.046082694083452225,0.0723733976483345,0.1657329946756363,0.09014531224966049,0.0645466074347496
0.04254887253046036,0.18667320907115936,0.07289990782737732,0.18589290976524353,0.017895180732011795
0.08960585296154022,0.14979130029678345,0.06383384019136429,0.041924066841602325,0.15360136330127716
0.15538693964481354,0.179295152425766,0.14913156628608704,0.1693221926689148,0.2915194034576416
0.17914357781410217,0.30630889534950256,0.19663451611995697,0.2736339867115021,0.3234077990055084
0.16425319015979767,0.2597910463809967,0.3128446042537689,0.15117278695106506,0.35139092803001404
0.35183051228523254,0.2831994891166687,0.6204633712768555,0.3021713197231293,0.27846264839172363
0.5973025560379028,0.6334919333457947,0.2984856963157654,3.4011313915252686,2.3571038246154785
0.16794809699058533,0.06147177517414093,0.033684615045785904,0.028029346838593483,0.03301383554935455
0.02486133761703968,0.012606844305992126,0.0347883477807045,0.06129494309425354,0.07971808314323425
0.05781223997473717,0.08924542367458344,0.03596899285912514,0.042934905737638474,0.11187446117401123
0.4380233585834503,0.04799223318696022,0.08444364368915558,0.09118938446044922,0.09030237793922424
0.15517252683639526,0.18039418756961823,0.272591769695282,0.11402837932109833,0.2476714551448822
0.23619899153709412,0.250618577003479,0.25494277477264404,0.23580285906791687,0.19383741915225983
0.5271742939949036,0.2528955340385437,0.41177603602409363,0.449367880821228,0.42667943239212036
0.3099757432937622,0.36574816703796387,0.2708580791950226,0.43216651678085327,0.6081947088241577
0.1050240769982338,0.18949420750141144,0.057840146124362946,0.0493709072470665,0.07520850002765656
0.04011664167046547,0.03887728974223137,0.046900514513254166,0.057870469987392426,0.029561426490545273
0.2400379180908203,0.24737025797367096,0.07069707661867142,0.23993095755577087,0.18320417404174805
0.1399587094783783,0.3125198483467102,0.1965739130973816,0.24761593341827393,0.1381811946630478
0.26668477058410645,0.24657279253005981,0.2228405773639679,0.17842528223991394,0.40975818037986755
0.31824591755867004,0.285401850938797,0.2442990243434906,0.17552195489406586,0.24528051912784576
0.3924972712993622,0.48121747374534607,0.4530058801174164,0.29301267862319946,0.3541567325592041
